"GEOID","NAME","date","ntl_mean","lon","lat"
"12001","Alachua",2016-06-01,1.76899713199923,-82.3576035441068,29.6747211431133
"12001","Alachua",2016-07-01,2.003234328451,-82.3576035441068,29.6747211431133
"12001","Alachua",2016-08-01,1.71462848609005,-82.3576035441068,29.6747211431133
"12001","Alachua",2016-09-01,1.9966062062866,-82.3576035441068,29.6747211431133
"12001","Alachua",2016-10-01,2.01410533655821,-82.3576035441068,29.6747211431133
"12001","Alachua",2016-11-01,2.23212672985828,-82.3576035441068,29.6747211431133
"12001","Alachua",2016-12-01,2.09189596280182,-82.3576035441068,29.6747211431133
"12001","Alachua",2017-01-01,2.21449175855419,-82.3576035441068,29.6747211431133
"12001","Alachua",2017-02-01,2.35796428375681,-82.3576035441068,29.6747211431133
"12001","Alachua",2017-03-01,2.42766568416677,-82.3576035441068,29.6747211431133
"12001","Alachua",2017-04-01,2.44180101859628,-82.3576035441068,29.6747211431133
"12001","Alachua",2017-05-01,2.47167594621089,-82.3576035441068,29.6747211431133
"12001","Alachua",2017-06-01,2.12090573452495,-82.3576035441068,29.6747211431133
"12001","Alachua",2017-07-01,2.19953909667719,-82.3576035441068,29.6747211431133
"12001","Alachua",2017-08-01,2.00069555761973,-82.3576035441068,29.6747211431133
"12001","Alachua",2017-09-01,2.2520924842341,-82.3576035441068,29.6747211431133
"12001","Alachua",2017-10-01,2.44869150658932,-82.3576035441068,29.6747211431133
"12001","Alachua",2017-11-01,2.45542422018308,-82.3576035441068,29.6747211431133
"12001","Alachua",2017-12-01,2.33231676842317,-82.3576035441068,29.6747211431133
"12001","Alachua",2018-01-01,2.35475708175893,-82.3576035441068,29.6747211431133
"12001","Alachua",2018-02-01,2.35675920480104,-82.3576035441068,29.6747211431133
"12001","Alachua",2018-03-01,2.5928916007245,-82.3576035441068,29.6747211431133
"12001","Alachua",2018-04-01,2.38572088452052,-82.3576035441068,29.6747211431133
"12001","Alachua",2018-05-01,2.16279711377511,-82.3576035441068,29.6747211431133
"12001","Alachua",2018-06-01,2.32182319570448,-82.3576035441068,29.6747211431133
"12001","Alachua",2018-07-01,2.14513304260244,-82.3576035441068,29.6747211431133
"12001","Alachua",2018-08-01,2.13103472481484,-82.3576035441068,29.6747211431133
"12001","Alachua",2018-09-01,2.119033188285,-82.3576035441068,29.6747211431133
"12001","Alachua",2018-10-01,2.29451349409653,-82.3576035441068,29.6747211431133
"12001","Alachua",2018-11-01,2.08742845724385,-82.3576035441068,29.6747211431133
"12001","Alachua",2018-12-01,2.33925595503071,-82.3576035441068,29.6747211431133
"12001","Alachua",2019-01-01,2.42016797739969,-82.3576035441068,29.6747211431133
"12001","Alachua",2019-02-01,2.39553591530677,-82.3576035441068,29.6747211431133
"12001","Alachua",2019-03-01,2.44047979787662,-82.3576035441068,29.6747211431133
"12001","Alachua",2019-04-01,2.42209459010728,-82.3576035441068,29.6747211431133
"12001","Alachua",2019-05-01,2.2377116025278,-82.3576035441068,29.6747211431133
"12001","Alachua",2019-06-01,2.23340604101607,-82.3576035441068,29.6747211431133
"12001","Alachua",2019-07-01,2.17833382712844,-82.3576035441068,29.6747211431133
"12001","Alachua",2019-08-01,2.05515067931444,-82.3576035441068,29.6747211431133
"12001","Alachua",2019-09-01,2.14128346246815,-82.3576035441068,29.6747211431133
"12001","Alachua",2019-10-01,2.23636700397171,-82.3576035441068,29.6747211431133
"12001","Alachua",2019-11-01,2.34950107785828,-82.3576035441068,29.6747211431133
"12001","Alachua",2019-12-01,2.12024979761198,-82.3576035441068,29.6747211431133
"12001","Alachua",2020-01-01,2.34886725799351,-82.3576035441068,29.6747211431133
"12001","Alachua",2020-02-01,2.52011859917963,-82.3576035441068,29.6747211431133
"12001","Alachua",2020-03-01,2.41908247982688,-82.3576035441068,29.6747211431133
"12001","Alachua",2020-04-01,2.28430997469676,-82.3576035441068,29.6747211431133
"12001","Alachua",2020-05-01,2.41579789496178,-82.3576035441068,29.6747211431133
"12001","Alachua",2020-06-01,2.33229418857753,-82.3576035441068,29.6747211431133
"12001","Alachua",2020-07-01,2.19344812086029,-82.3576035441068,29.6747211431133
"12001","Alachua",2020-08-01,2.16826608229252,-82.3576035441068,29.6747211431133
"12001","Alachua",2020-09-01,1.85100958916453,-82.3576035441068,29.6747211431133
"12001","Alachua",2020-10-01,2.1581920953162,-82.3576035441068,29.6747211431133
"12001","Alachua",2020-11-01,2.17800726277652,-82.3576035441068,29.6747211431133
"12001","Alachua",2020-12-01,2.30810501760537,-82.3576035441068,29.6747211431133
"12001","Alachua",2021-01-01,2.32732411922177,-82.3576035441068,29.6747211431133
"12001","Alachua",2021-02-01,1.77395717617299,-82.3576035441068,29.6747211431133
"12001","Alachua",2021-03-01,2.26115792438467,-82.3576035441068,29.6747211431133
"12001","Alachua",2021-04-01,2.2810987249015,-82.3576035441068,29.6747211431133
"12001","Alachua",2021-05-01,2.36061995018306,-82.3576035441068,29.6747211431133
"12001","Alachua",2021-06-01,2.23492533753067,-82.3576035441068,29.6747211431133
"12001","Alachua",2021-07-01,2.18271274519398,-82.3576035441068,29.6747211431133
"12001","Alachua",2021-08-01,2.19726129519208,-82.3576035441068,29.6747211431133
"12001","Alachua",2021-09-01,2.11548052902023,-82.3576035441068,29.6747211431133
"12001","Alachua",2021-10-01,2.23240300164239,-82.3576035441068,29.6747211431133
"12001","Alachua",2021-11-01,2.17375875192651,-82.3576035441068,29.6747211431133
"12001","Alachua",2021-12-01,2.06316646494989,-82.3576035441068,29.6747211431133
"12001","Alachua",2022-01-01,2.35809314457903,-82.3576035441068,29.6747211431133
"12001","Alachua",2022-02-01,2.12406530596134,-82.3576035441068,29.6747211431133
"12001","Alachua",2022-03-01,2.27277572890716,-82.3576035441068,29.6747211431133
"12001","Alachua",2022-04-01,2.37312032477587,-82.3576035441068,29.6747211431133
"12001","Alachua",2022-05-01,2.37554886746684,-82.3576035441068,29.6747211431133
"12001","Alachua",2022-06-01,2.42031149817281,-82.3576035441068,29.6747211431133
"12001","Alachua",2022-07-01,1.69382799424022,-82.3576035441068,29.6747211431133
"12001","Alachua",2022-08-01,1.98095345092016,-82.3576035441068,29.6747211431133
"12001","Alachua",2022-09-01,2.24082008093009,-82.3576035441068,29.6747211431133
"12001","Alachua",2022-10-01,2.24547066419817,-82.3576035441068,29.6747211431133
"12001","Alachua",2022-11-01,2.31692238889005,-82.3576035441068,29.6747211431133
"12001","Alachua",2022-12-01,2.59636505178163,-82.3576035441068,29.6747211431133
"12001","Alachua",2023-01-01,2.37100812406362,-82.3576035441068,29.6747211431133
"12001","Alachua",2023-02-01,2.5488292664019,-82.3576035441068,29.6747211431133
"12001","Alachua",2023-03-01,2.24825552494744,-82.3576035441068,29.6747211431133
"12001","Alachua",2023-04-01,2.52439286098878,-82.3576035441068,29.6747211431133
"12001","Alachua",2023-05-01,2.41762383109015,-82.3576035441068,29.6747211431133
"12001","Alachua",2023-06-01,2.3813020329463,-82.3576035441068,29.6747211431133
"12001","Alachua",2023-07-01,2.27140160696201,-82.3576035441068,29.6747211431133
"12001","Alachua",2023-08-01,2.34858809322496,-82.3576035441068,29.6747211431133
"12001","Alachua",2023-09-01,2.40223803492476,-82.3576035441068,29.6747211431133
"12001","Alachua",2023-10-01,2.46386440097488,-82.3576035441068,29.6747211431133
"12001","Alachua",2023-11-01,2.57644582917807,-82.3576035441068,29.6747211431133
"12001","Alachua",2023-12-01,2.68515374072656,-82.3576035441068,29.6747211431133
"12003","Baker",2014-01-01,0.489127400220162,-82.2845461138413,30.3309668777029
"12003","Baker",2014-02-01,0.371164234376665,-82.2845461138413,30.3309668777029
"12003","Baker",2014-03-01,0.60721867771014,-82.2845461138413,30.3309668777029
"12003","Baker",2014-04-01,0.55830751081698,-82.2845461138413,30.3309668777029
"12003","Baker",2014-05-01,0.469831226958134,-82.2845461138413,30.3309668777029
"12003","Baker",2014-06-01,0.396295029864793,-82.2845461138413,30.3309668777029
"12003","Baker",2014-07-01,0.463204623170842,-82.2845461138413,30.3309668777029
"12003","Baker",2014-08-01,0.461909642910237,-82.2845461138413,30.3309668777029
"12003","Baker",2014-09-01,0.541962889696429,-82.2845461138413,30.3309668777029
"12003","Baker",2014-10-01,0.551967603296837,-82.2845461138413,30.3309668777029
"12003","Baker",2014-11-01,0.386706605019512,-82.2845461138413,30.3309668777029
"12003","Baker",2014-12-01,0.651465111576075,-82.2845461138413,30.3309668777029
"12003","Baker",2015-01-01,0.559294255059245,-82.2845461138413,30.3309668777029
"12003","Baker",2015-02-01,0.653240411812192,-82.2845461138413,30.3309668777029
"12003","Baker",2015-03-01,0.537611360171419,-82.2845461138413,30.3309668777029
"12003","Baker",2015-04-01,0.505887561546144,-82.2845461138413,30.3309668777029
"12003","Baker",2015-05-01,0.431038476725067,-82.2845461138413,30.3309668777029
"12003","Baker",2015-06-01,0.499248795267484,-82.2845461138413,30.3309668777029
"12003","Baker",2015-07-01,0.450567600833694,-82.2845461138413,30.3309668777029
"12003","Baker",2015-08-01,0.310988810902133,-82.2845461138413,30.3309668777029
"12003","Baker",2015-09-01,0.471443022954004,-82.2845461138413,30.3309668777029
"12003","Baker",2015-10-01,0.467767278494008,-82.2845461138413,30.3309668777029
"12003","Baker",2015-11-01,0.602802979108203,-82.2845461138413,30.3309668777029
"12003","Baker",2015-12-01,0.61387711260475,-82.2845461138413,30.3309668777029
"12003","Baker",2016-01-01,0.38642884930644,-82.2845461138413,30.3309668777029
"12003","Baker",2016-02-01,0.388163231314264,-82.2845461138413,30.3309668777029
"12003","Baker",2016-03-01,0.409163667064099,-82.2845461138413,30.3309668777029
"12003","Baker",2016-04-01,0.518635243648979,-82.2845461138413,30.3309668777029
"12003","Baker",2016-05-01,0.459302230558405,-82.2845461138413,30.3309668777029
"12003","Baker",2016-06-01,0.429446238703122,-82.2845461138413,30.3309668777029
"12003","Baker",2016-07-01,0.41422783302106,-82.2845461138413,30.3309668777029
"12003","Baker",2016-08-01,0.338971839668437,-82.2845461138413,30.3309668777029
"12003","Baker",2016-09-01,0.464149048835958,-82.2845461138413,30.3309668777029
"12003","Baker",2016-10-01,0.566974372211798,-82.2845461138413,30.3309668777029
"12003","Baker",2016-11-01,0.569876152427516,-82.2845461138413,30.3309668777029
"12003","Baker",2016-12-01,0.398738976132018,-82.2845461138413,30.3309668777029
"12003","Baker",2017-01-01,0.513012917467832,-82.2845461138413,30.3309668777029
"12003","Baker",2017-02-01,0.59160941110297,-82.2845461138413,30.3309668777029
"12003","Baker",2017-03-01,0.6082268774379,-82.2845461138413,30.3309668777029
"12003","Baker",2017-04-01,0.679194896331741,-82.2845461138413,30.3309668777029
"12003","Baker",2017-05-01,0.741634412143144,-82.2845461138413,30.3309668777029
"12003","Baker",2017-06-01,0.579962748204733,-82.2845461138413,30.3309668777029
"12003","Baker",2017-07-01,0.590301122032892,-82.2845461138413,30.3309668777029
"12003","Baker",2017-08-01,0.548487784722647,-82.2845461138413,30.3309668777029
"12003","Baker",2017-09-01,0.617001462596135,-82.2845461138413,30.3309668777029
"12003","Baker",2017-10-01,0.770065103031232,-82.2845461138413,30.3309668777029
"12003","Baker",2017-11-01,0.70211410067085,-82.2845461138413,30.3309668777029
"12003","Baker",2017-12-01,0.601475101433205,-82.2845461138413,30.3309668777029
"12003","Baker",2018-01-01,0.588639865059273,-82.2845461138413,30.3309668777029
"12003","Baker",2018-02-01,0.542704485776762,-82.2845461138413,30.3309668777029
"12003","Baker",2018-03-01,0.680086133621751,-82.2845461138413,30.3309668777029
"12003","Baker",2018-04-01,0.663291483649597,-82.2845461138413,30.3309668777029
"12003","Baker",2018-05-01,0.610254764912131,-82.2845461138413,30.3309668777029
"12003","Baker",2018-06-01,0.661104009528581,-82.2845461138413,30.3309668777029
"12003","Baker",2018-07-01,0.59335005356557,-82.2845461138413,30.3309668777029
"12003","Baker",2018-08-01,0.51888671786002,-82.2845461138413,30.3309668777029
"12003","Baker",2018-09-01,0.521292879095125,-82.2845461138413,30.3309668777029
"12003","Baker",2018-10-01,0.684267372434472,-82.2845461138413,30.3309668777029
"12003","Baker",2018-11-01,0.63526595320669,-82.2845461138413,30.3309668777029
"12003","Baker",2018-12-01,0.716786975567,-82.2845461138413,30.3309668777029
"12003","Baker",2019-01-01,0.553318195183875,-82.2845461138413,30.3309668777029
"12003","Baker",2019-02-01,0.539055112722549,-82.2845461138413,30.3309668777029
"12003","Baker",2019-03-01,0.582410573048295,-82.2845461138413,30.3309668777029
"12003","Baker",2019-04-01,0.679295143167835,-82.2845461138413,30.3309668777029
"12003","Baker",2019-05-01,0.621182264285273,-82.2845461138413,30.3309668777029
"12003","Baker",2019-06-01,0.623598968933148,-82.2845461138413,30.3309668777029
"12003","Baker",2019-07-01,0.521168163930232,-82.2845461138413,30.3309668777029
"12003","Baker",2019-08-01,0.540524950350425,-82.2845461138413,30.3309668777029
"12003","Baker",2019-09-01,0.544603531994601,-82.2845461138413,30.3309668777029
"12003","Baker",2019-10-01,0.673035463775646,-82.2845461138413,30.3309668777029
"12003","Baker",2019-11-01,0.629663011130469,-82.2845461138413,30.3309668777029
"12003","Baker",2019-12-01,0.56746376080006,-82.2845461138413,30.3309668777029
"12003","Baker",2020-01-01,0.489294097583084,-82.2845461138413,30.3309668777029
"12003","Baker",2020-02-01,0.738628391658513,-82.2845461138413,30.3309668777029
"12003","Baker",2020-03-01,0.650123299024984,-82.2845461138413,30.3309668777029
"12003","Baker",2020-04-01,0.671503268146796,-82.2845461138413,30.3309668777029
"12003","Baker",2020-05-01,0.794581867216142,-82.2845461138413,30.3309668777029
"12003","Baker",2020-06-01,0.68844863523123,-82.2845461138413,30.3309668777029
"12003","Baker",2020-07-01,0.586140178530598,-82.2845461138413,30.3309668777029
"12003","Baker",2020-08-01,0.61875780103444,-82.2845461138413,30.3309668777029
"12003","Baker",2020-09-01,0.613552419013973,-82.2845461138413,30.3309668777029
"12003","Baker",2020-10-01,0.714975955676173,-82.2845461138413,30.3309668777029
"12003","Baker",2020-11-01,0.727374712565979,-82.2845461138413,30.3309668777029
"12003","Baker",2020-12-01,0.763478431899449,-82.2845461138413,30.3309668777029
"12003","Baker",2021-01-01,0.624186404473735,-82.2845461138413,30.3309668777029
"12003","Baker",2021-02-01,0.554256331451546,-82.2845461138413,30.3309668777029
"12003","Baker",2021-03-01,0.659116004885178,-82.2845461138413,30.3309668777029
"12003","Baker",2021-04-01,0.719542752113563,-82.2845461138413,30.3309668777029
"12003","Baker",2021-05-01,0.756271205228732,-82.2845461138413,30.3309668777029
"12003","Baker",2021-06-01,0.704446664287016,-82.2845461138413,30.3309668777029
"12003","Baker",2021-07-01,0.659044535819536,-82.2845461138413,30.3309668777029
"12003","Baker",2021-08-01,0.714867894699218,-82.2845461138413,30.3309668777029
"12003","Baker",2021-09-01,0.644266421768701,-82.2845461138413,30.3309668777029
"12003","Baker",2021-10-01,0.688153186172137,-82.2845461138413,30.3309668777029
"12003","Baker",2021-11-01,0.69547336063151,-82.2845461138413,30.3309668777029
"12003","Baker",2021-12-01,0.721058453588585,-82.2845461138413,30.3309668777029
"12003","Baker",2022-01-01,0.690653818014592,-82.2845461138413,30.3309668777029
"12003","Baker",2022-02-01,0.580612642839154,-82.2845461138413,30.3309668777029
"12003","Baker",2022-03-01,0.651536127142114,-82.2845461138413,30.3309668777029
"12003","Baker",2022-04-01,0.758469102371349,-82.2845461138413,30.3309668777029
"12003","Baker",2022-05-01,0.701797924861118,-82.2845461138413,30.3309668777029
"12003","Baker",2022-06-01,0.809629967268426,-82.2845461138413,30.3309668777029
"12003","Baker",2022-07-01,0.495856895697363,-82.2845461138413,30.3309668777029
"12003","Baker",2022-08-01,0.504064891023571,-82.2845461138413,30.3309668777029
"12003","Baker",2022-09-01,0.663579340564742,-82.2845461138413,30.3309668777029
"12003","Baker",2022-10-01,0.733777330628785,-82.2845461138413,30.3309668777029
"12003","Baker",2022-11-01,0.725811255336647,-82.2845461138413,30.3309668777029
"12003","Baker",2022-12-01,0.843451149791078,-82.2845461138413,30.3309668777029
"12003","Baker",2023-01-01,0.671346168652082,-82.2845461138413,30.3309668777029
"12003","Baker",2023-02-01,0.725631665406873,-82.2845461138413,30.3309668777029
"12003","Baker",2023-03-01,0.704358353965718,-82.2845461138413,30.3309668777029
"12003","Baker",2023-04-01,0.808906321974829,-82.2845461138413,30.3309668777029
"12003","Baker",2023-05-01,0.76869957250134,-82.2845461138413,30.3309668777029
"12003","Baker",2023-06-01,0.728220108818843,-82.2845461138413,30.3309668777029
"12003","Baker",2023-07-01,0.734155240831628,-82.2845461138413,30.3309668777029
"12003","Baker",2023-08-01,0.733335533624914,-82.2845461138413,30.3309668777029
"12003","Baker",2023-09-01,0.72365773099866,-82.2845461138413,30.3309668777029
"12003","Baker",2023-10-01,0.798443319984549,-82.2845461138413,30.3309668777029
"12003","Baker",2023-11-01,0.835148517939712,-82.2845461138413,30.3309668777029
"12003","Baker",2023-12-01,0.846231263930309,-82.2845461138413,30.3309668777029
"12005","Bay",2014-01-01,2.44199478787783,-85.6201805669171,30.2651408682175
"12005","Bay",2014-02-01,2.38100668872876,-85.6201805669171,30.2651408682175
"12005","Bay",2014-03-01,2.85352786104617,-85.6201805669171,30.2651408682175
"12005","Bay",2014-04-01,2.46293598188877,-85.6201805669171,30.2651408682175
"12005","Bay",2014-05-01,2.44734440369724,-85.6201805669171,30.2651408682175
"12005","Bay",2014-06-01,2.26081736304929,-85.6201805669171,30.2651408682175
"12005","Bay",2014-07-01,2.29092398967899,-85.6201805669171,30.2651408682175
"12005","Bay",2014-08-01,2.40466506648563,-85.6201805669171,30.2651408682175
"12005","Bay",2014-09-01,2.43137558832636,-85.6201805669171,30.2651408682175
"12005","Bay",2014-10-01,2.55007694114934,-85.6201805669171,30.2651408682175
"12005","Bay",2014-11-01,2.55058046178766,-85.6201805669171,30.2651408682175
"12005","Bay",2014-12-01,2.73398629405282,-85.6201805669171,30.2651408682175
"12005","Bay",2015-01-01,2.70044020994155,-85.6201805669171,30.2651408682175
"12005","Bay",2015-02-01,2.22779305343757,-85.6201805669171,30.2651408682175
"12005","Bay",2015-03-01,2.55398384018653,-85.6201805669171,30.2651408682175
"12005","Bay",2015-04-01,2.31893072112146,-85.6201805669171,30.2651408682175
"12005","Bay",2015-05-01,2.43863991118268,-85.6201805669171,30.2651408682175
"12005","Bay",2015-06-01,2.519019208988,-85.6201805669171,30.2651408682175
"12005","Bay",2015-07-01,2.34765848295834,-85.6201805669171,30.2651408682175
"12005","Bay",2015-08-01,2.21633690948234,-85.6201805669171,30.2651408682175
"12005","Bay",2015-09-01,2.45787428345245,-85.6201805669171,30.2651408682175
"12005","Bay",2015-10-01,2.49844299412756,-85.6201805669171,30.2651408682175
"12005","Bay",2015-11-01,2.60383127180822,-85.6201805669171,30.2651408682175
"12005","Bay",2015-12-01,2.72387530071528,-85.6201805669171,30.2651408682175
"12005","Bay",2016-01-01,2.06369752763734,-85.6201805669171,30.2651408682175
"12005","Bay",2016-02-01,2.52596479936242,-85.6201805669171,30.2651408682175
"12005","Bay",2016-03-01,2.35461564236081,-85.6201805669171,30.2651408682175
"12005","Bay",2016-04-01,2.68503756877655,-85.6201805669171,30.2651408682175
"12005","Bay",2016-05-01,2.46713427207917,-85.6201805669171,30.2651408682175
"12005","Bay",2016-06-01,2.43722526520951,-85.6201805669171,30.2651408682175
"12005","Bay",2016-07-01,2.35851070076445,-85.6201805669171,30.2651408682175
"12005","Bay",2016-08-01,2.08791820116369,-85.6201805669171,30.2651408682175
"12005","Bay",2016-09-01,2.35000927841554,-85.6201805669171,30.2651408682175
"12005","Bay",2016-10-01,2.61634299139757,-85.6201805669171,30.2651408682175
"12005","Bay",2016-11-01,2.36753399733216,-85.6201805669171,30.2651408682175
"12005","Bay",2016-12-01,2.4259992721402,-85.6201805669171,30.2651408682175
"12005","Bay",2017-01-01,2.44467834650561,-85.6201805669171,30.2651408682175
"12005","Bay",2017-02-01,2.53002297167021,-85.6201805669171,30.2651408682175
"12005","Bay",2017-03-01,2.47032054688399,-85.6201805669171,30.2651408682175
"12005","Bay",2017-04-01,2.65244395459516,-85.6201805669171,30.2651408682175
"12005","Bay",2017-05-01,2.66274266128367,-85.6201805669171,30.2651408682175
"12005","Bay",2017-06-01,2.45675685617864,-85.6201805669171,30.2651408682175
"12005","Bay",2017-07-01,2.32469870611093,-85.6201805669171,30.2651408682175
"12005","Bay",2017-08-01,2.46073514758107,-85.6201805669171,30.2651408682175
"12005","Bay",2017-09-01,2.44025014986798,-85.6201805669171,30.2651408682175
"12005","Bay",2017-10-01,2.76377109205901,-85.6201805669171,30.2651408682175
"12005","Bay",2017-11-01,2.72606790938391,-85.6201805669171,30.2651408682175
"12005","Bay",2017-12-01,2.51196706699812,-85.6201805669171,30.2651408682175
"12005","Bay",2018-01-01,2.63514658033559,-85.6201805669171,30.2651408682175
"12005","Bay",2018-02-01,2.46336685179802,-85.6201805669171,30.2651408682175
"12005","Bay",2018-03-01,2.55996538738735,-85.6201805669171,30.2651408682175
"12005","Bay",2018-04-01,2.49212562251827,-85.6201805669171,30.2651408682175
"12005","Bay",2018-05-01,2.4364612476526,-85.6201805669171,30.2651408682175
"12005","Bay",2018-06-01,2.5602653776306,-85.6201805669171,30.2651408682175
"12005","Bay",2018-07-01,2.49419154474492,-85.6201805669171,30.2651408682175
"12005","Bay",2018-08-01,2.25159879558689,-85.6201805669171,30.2651408682175
"12005","Bay",2018-09-01,2.26990024979363,-85.6201805669171,30.2651408682175
"12005","Bay",2018-10-01,1.69238798178929,-85.6201805669171,30.2651408682175
"12005","Bay",2018-11-01,2.27627132388939,-85.6201805669171,30.2651408682175
"12005","Bay",2018-12-01,2.25109657894073,-85.6201805669171,30.2651408682175
"12005","Bay",2019-01-01,2.10222980899742,-85.6201805669171,30.2651408682175
"12005","Bay",2019-02-01,2.05534446347951,-85.6201805669171,30.2651408682175
"12005","Bay",2019-03-01,2.33122973662161,-85.6201805669171,30.2651408682175
"12005","Bay",2019-04-01,2.62338867066209,-85.6201805669171,30.2651408682175
"12005","Bay",2019-05-01,2.79346226055257,-85.6201805669171,30.2651408682175
"12005","Bay",2019-06-01,2.68776867837505,-85.6201805669171,30.2651408682175
"12005","Bay",2019-07-01,2.66775040210715,-85.6201805669171,30.2651408682175
"12005","Bay",2019-08-01,2.5620648621147,-85.6201805669171,30.2651408682175
"12005","Bay",2019-09-01,2.73600314410702,-85.6201805669171,30.2651408682175
"12005","Bay",2019-10-01,2.60966137388081,-85.6201805669171,30.2651408682175
"12005","Bay",2019-11-01,2.92818926323899,-85.6201805669171,30.2651408682175
"12005","Bay",2019-12-01,2.88723906434024,-85.6201805669171,30.2651408682175
"12005","Bay",2020-01-01,2.77495922853563,-85.6201805669171,30.2651408682175
"12005","Bay",2020-02-01,2.779875701772,-85.6201805669171,30.2651408682175
"12005","Bay",2020-03-01,2.92135671895273,-85.6201805669171,30.2651408682175
"12005","Bay",2020-04-01,3.11195957658582,-85.6201805669171,30.2651408682175
"12005","Bay",2020-05-01,2.92811843554176,-85.6201805669171,30.2651408682175
"12005","Bay",2020-06-01,2.81178395667985,-85.6201805669171,30.2651408682175
"12005","Bay",2020-07-01,2.83765804399454,-85.6201805669171,30.2651408682175
"12005","Bay",2020-08-01,2.61806816170285,-85.6201805669171,30.2651408682175
"12005","Bay",2020-09-01,2.37870509104852,-85.6201805669171,30.2651408682175
"12005","Bay",2020-10-01,2.94232034961277,-85.6201805669171,30.2651408682175
"12005","Bay",2020-11-01,3.12115450824233,-85.6201805669171,30.2651408682175
"12005","Bay",2020-12-01,3.04228785865653,-85.6201805669171,30.2651408682175
"12005","Bay",2021-01-01,2.86673844773623,-85.6201805669171,30.2651408682175
"12005","Bay",2021-02-01,2.19335756846242,-85.6201805669171,30.2651408682175
"12005","Bay",2021-03-01,2.96471618138017,-85.6201805669171,30.2651408682175
"12005","Bay",2021-04-01,3.15580022892991,-85.6201805669171,30.2651408682175
"12005","Bay",2021-05-01,3.14509184597595,-85.6201805669171,30.2651408682175
"12005","Bay",2021-06-01,3.05734833089033,-85.6201805669171,30.2651408682175
"12005","Bay",2021-07-01,2.92225152810199,-85.6201805669171,30.2651408682175
"12005","Bay",2021-08-01,2.73547346528138,-85.6201805669171,30.2651408682175
"12005","Bay",2021-09-01,2.69842916256975,-85.6201805669171,30.2651408682175
"12005","Bay",2021-10-01,2.86561950228796,-85.6201805669171,30.2651408682175
"12005","Bay",2021-11-01,2.98296381264112,-85.6201805669171,30.2651408682175
"12005","Bay",2021-12-01,2.83746621982156,-85.6201805669171,30.2651408682175
"12005","Bay",2022-01-01,3.04893692948367,-85.6201805669171,30.2651408682175
"12005","Bay",2022-02-01,3.08275623304678,-85.6201805669171,30.2651408682175
"12005","Bay",2022-03-01,3.12234442381211,-85.6201805669171,30.2651408682175
"12005","Bay",2022-04-01,3.07185005938633,-85.6201805669171,30.2651408682175
"12005","Bay",2022-05-01,2.96979885125112,-85.6201805669171,30.2651408682175
"12005","Bay",2022-06-01,3.38133142101081,-85.6201805669171,30.2651408682175
"12005","Bay",2022-07-01,2.67682296897589,-85.6201805669171,30.2651408682175
"12005","Bay",2022-08-01,2.76217651967037,-85.6201805669171,30.2651408682175
"12005","Bay",2022-09-01,3.03720030745456,-85.6201805669171,30.2651408682175
